reference	start	end	pvalue
chr2:198257887-198260804	1028	1057	-11.4876181224
chr2:198257887-198260804	1059	1064	-2.29752362447
chr2:198257887-198260804	1066	1072	-2.68044422855
chr2:198257887-198260804	1074	1076	-1.14876181224
chr2:198257887-198260804	1078	1079	-0.765841208157
chr2:198257887-198260804	1081	1083	-1.14876181224
chr2:198257887-198260804	1085	1090	-2.29752362447
chr2:198257887-198260804	1093	1097	-1.91460302039
chr2:198257887-198260804	1099	1103	-1.91460302039
chr2:198257887-198260804	1105	1145	-15.6997447672
chr2:198257887-198260804	1147	1191	-17.2314271835
chr2:198257887-198260804	1193	1259	-25.6556804733
chr2:198257887-198260804	1261	1326	-25.2727598692
chr2:198257887-198260804	1328	1345	-6.89257087341
chr2:198257887-198260804	1347	1362	-6.12672966526
chr2:198257887-198260804	1364	1443	-30.6336483263
chr2:198257887-198260804	1445	1452	-3.06336483263
chr2:198257887-198260804	1487	1490	-1.53168241631
chr2:198257887-198260804	1502	1504	-1.14876181224
chr2:198257887-198260804	1507	1508	-0.765841208157
chr2:198257887-198260804	1527	1539	-4.97796785302
chr2:198257887-198260804	1541	1546	-2.29752362447
chr2:198257887-198260804	1548	1555	-3.06336483263
chr2:198257887-198260804	1557	1571	-5.74380906118
chr2:198257887-198260804	1573	1578	-2.29752362447
chr2:198257887-198260804	1580	1582	-1.14876181224
chr2:198257887-198260804	1584	1586	-1.14876181224
chr2:198257887-198260804	1622	1623	-0.765841208157
chr2:198257887-198260804	1636	1640	-1.91460302039
chr2:198257887-198260804	1644	1648	-1.91460302039
chr2:198257887-198260804	1650	1657	-3.06336483263
chr2:198257887-198260804	1659	1663	-1.91460302039
chr2:198257887-198260804	1665	1666	-0.765841208157
chr2:198257887-198260804	1679	1683	-1.91460302039
chr2:198257887-198260804	1686	1687	-0.765841208157
chr2:198257887-198260804	1690	1707	-6.89257087341
chr2:198257887-198260804	1709	1951	-93.0497067911
chr2:198257887-198260804	1953	1957	-1.91460302039
chr2:198257887-198260804	1959	2007	-18.7631095998
chr2:198257887-198260804	2009	2014	-2.29752362447
chr2:198257887-198260804	2016	2126	-42.5041870527
chr2:198257887-198260804	2128	2130	-1.14876181224
chr2:198257887-198260804	2132	2147	-6.12672966526
chr2:198257887-198260804	2149	2161	-4.97796785302
chr2:198257887-198260804	2163	2178	-6.12672966526
chr2:198257887-198260804	2180	2200	-8.04133268565
chr2:198257887-198260804	2202	2214	-4.97796785302
chr2:198257887-198260804	2216	2241	-9.95593570604
chr2:198257887-198260804	2243	2335	-35.6116161793
chr2:198257887-198260804	2337	2342	-2.29752362447
chr2:198257887-198260804	2344	2357	-5.3608884571
chr2:198257887-198260804	2361	2418	-22.2093950366
chr2:198257887-198260804	2420	2426	-2.68044422855
chr2:198257887-198260804	2428	2505	-29.8678071181
chr2:198257887-198260804	2507	2508	-0.765841208157
chr2:198261027-198262733	1	221	-15.1225587086
chr2:198261027-198262733	223	225	-0.205283602379
chr2:198261027-198262733	227	289	-4.31095564996
chr2:198261027-198262733	291	312	-1.50541308411
chr2:198261027-198262733	314	330	-1.16327374682
chr2:198261027-198262733	332	366	-2.39497536109
chr2:198261027-198262733	368	404	-2.53183109601
chr2:198261027-198262733	406	507	-6.97964248089
chr2:198261027-198262733	509	522	-0.957990144437
chr2:198261027-198262733	524	632	-7.45863755311
chr2:198261027-198262733	634	660	-1.84755242141
chr2:198261027-198262733	662	802	-9.64832931183
chr2:198261027-198262733	804	913	-7.52706542057
chr2:198261027-198262733	915	927	-0.889562276977
chr2:198261027-198262733	929	932	-0.273711469839
chr2:198261027-198262733	934	1015	-5.6110851317
chr2:198261027-198262733	1017	1217	-13.7540013594
chr2:198261027-198262733	1219	1262	-3.01082616823
chr2:198261027-198262733	1264	1270	-0.478995072218
chr2:198261027-198262733	1277	1279	-0.205283602379
chr2:198261027-198262733	1285	1288	-0.273711469839
chr2:198261027-198262733	1291	1294	-0.273711469839
chr2:198261027-198262733	1296	1300	-0.342139337299
chr2:198261027-198262733	1302	1311	-0.684278674598
chr2:198261027-198262733	1313	1346	-2.32654749363
chr2:198261027-198262733	1349	1351	-0.205283602379
chr2:198261027-198262733	1355	1356	-0.13685573492
chr2:198261027-198262733	1368	1369	-0.13685573492
chr2:198261027-198262733	1373	1378	-0.410567204759
chr2:198261027-198262733	1380	1385	-0.410567204759
chr2:198261027-198262733	1387	1389	-0.205283602379
chr2:198261027-198262733	1392	1414	-1.57384095157
chr2:198261027-198262733	1416	1418	-0.205283602379
chr2:198261027-198262733	1420	1425	-0.410567204759
chr2:198261027-198262733	1427	1508	-5.6110851317
chr2:198261027-198262733	1511	1513	-0.205283602379
chr2:198261027-198262733	1516	1520	-0.342139337299
chr2:198261027-198262733	1522	1531	-0.684278674598
chr2:198261027-198262733	1533	1599	-4.5846671198
chr2:198262815-198263209	1	66	-1.02209702532
chr2:198262815-198263209	68	132	-1.00661070675
chr2:198262815-198263209	134	215	-1.26987812236
chr2:198263280-198264803	1	9	-0.415193499879
chr2:198263280-198264803	11	41	-1.43011094403
chr2:198263280-198264803	43	119	-3.55221105452
chr2:198263280-198264803	121	162	-1.9375696661
chr2:198263280-198264803	164	209	-2.12210011049
chr2:198263280-198264803	211	223	-0.59972394427
chr2:198263280-198264803	225	262	-1.75303922171
chr2:198263280-198264803	264	407	-6.64309599807
chr2:198263280-198264803	409	419	-0.507458722075
chr2:198263280-198264803	421	429	-0.415193499879
chr2:198263280-198264803	433	441	-0.415193499879
chr2:198263280-198264803	443	479	-1.70690661062
chr2:198263280-198264803	481	575	-4.38259805428
chr2:198263280-198264803	577	581	-0.230663055489
chr2:198263280-198264803	583	591	-0.415193499879
chr2:198263280-198264803	593	617	-1.15331527744
chr2:198263280-198264803	619	622	-0.184530444391
chr2:198263280-198264803	624	646	-1.06105005525
chr2:198263280-198264803	648	710	-2.90635449916
chr2:198263280-198264803	712	732	-0.968784833052
chr2:198263280-198264803	734	774	-1.89143705501
chr2:198263280-198264803	776	979	-9.41105266393
chr2:198263280-198264803	981	984	-0.184530444391
chr2:198263280-198264803	986	1135	-6.91989166466
chr2:198263280-198264803	1137	1152	-0.738121777563
chr2:198263280-198264803	1154	1223	-3.22928277684
chr2:198263280-198264803	1225	1243	-0.876519610857
chr2:198263280-198264803	1245	1291	-2.16823272159
chr2:198263280-198264803	1293	1308	-0.738121777563
chr2:198263280-198264803	1310	1326	-0.784254388661
chr2:198263280-198264803	1328	1359	-1.47624355513
chr2:198263280-198264803	1362	1408	-2.16823272159
chr2:198264865-198265000	1	2	-0.0592592592593
chr2:198264865-198265000	4	20	-0.503703703704
chr2:198265133-198265463	1	32	-0.731431346688
chr2:198265133-198265463	34	50	-0.388572902928
chr2:198266829-198267304	2	50	-4.46246738893
chr2:198266829-198267304	52	72	-1.91248602383
chr2:198266829-198267304	74	241	-15.2998881906
chr2:198266829-198267304	243	249	-0.637495341275
chr2:198266829-198267304	251	304	-4.91782120412
chr2:198266829-198267304	306	315	-0.910707630393
chr2:198266829-198267304	317	324	-0.728566104314
chr2:198266829-198267304	326	328	-0.273212289118
chr2:198266829-198267304	330	346	-1.54820297167
chr2:198266829-198267304	348	362	-1.36606144559
chr2:198266829-198267304	364	374	-1.00177839343
chr2:198266829-198267304	376	383	-0.728566104314
chr2:198266829-198267304	385	414	-2.73212289118
chr2:198267734-198268333	1	31	-0.466775214992
chr2:198267734-198268333	33	209	-2.66513590495
chr2:198267734-198268333	211	224	-0.210801709996
chr2:198268463-198269824	1	3	-0.982495422871
chr2:198268463-198269824	5	207	-66.4821902809
chr2:198268463-198269824	209	220	-3.92998169148
chr2:198268463-198269824	222	290	-22.597394726
chr2:198268463-198269824	292	407	-37.9898230177
chr2:198268463-198269824	409	447	-12.7724404973
chr2:198268463-198269824	449	455	-2.29248932003
chr2:198268463-198269824	459	460	-0.65499694858
chr2:198268463-198269824	462	550	-29.1473642118
chr2:198268463-198269824	552	553	-0.65499694858
chr2:198268463-198269824	555	556	-0.65499694858
chr2:198268463-198269824	566	569	-1.30999389716
chr2:198268463-198269824	571	574	-1.30999389716
chr2:198268463-198269824	578	581	-1.30999389716
chr2:198268463-198269824	584	587	-1.30999389716
chr2:198268463-198269824	592	605	-4.58497864006
chr2:198268463-198269824	607	610	-1.30999389716
chr2:198268463-198269824	612	615	-1.30999389716
chr2:198268463-198269824	625	627	-0.982495422871
chr2:198268463-198269824	638	639	-0.65499694858
chr2:198268463-198269824	647	648	-0.65499694858
chr2:198268463-198269824	657	667	-3.60248321719
chr2:198268463-198269824	671	673	-0.982495422871
chr2:198268463-198269824	675	685	-3.60248321719
chr2:198268463-198269824	690	691	-0.65499694858
chr2:198268463-198269824	704	710	-2.29248932003
chr2:198268463-198269824	712	733	-7.20496643438
chr2:198268463-198269824	735	753	-6.22247101151
chr2:198268463-198269824	755	757	-0.982495422871
chr2:198268463-198269824	762	765	-1.30999389716
chr2:198268463-198269824	768	769	-0.65499694858
chr2:198268463-198269824	771	776	-1.96499084574
chr2:198268463-198269824	779	792	-4.58497864006
chr2:198268463-198269824	796	799	-1.30999389716
chr2:198268463-198269824	803	814	-3.92998169148
chr2:198268463-198269824	816	910	-31.1123550576
chr2:198268463-198269824	912	1008	-31.7673520061
chr2:198268463-198269824	1010	1060	-16.7024221888
chr2:198268463-198269824	1062	1152	-29.8023611604
chr2:198268463-198269824	1154	1223	-22.9248932003
chr2:198268463-198269824	1227	1247	-6.87746796009
chr2:198270171-198272746	1	18	-1.7666065
chr2:198270171-198272746	20	33	-1.37402727778
chr2:198270171-198272746	35	480	-43.7725832777
chr2:198270171-198272746	482	544	-6.18312274999
chr2:198270171-198272746	546	583	-3.72950261111
chr2:198270171-198272746	585	693	-10.6977838055
chr2:198270171-198272746	695	701	-0.687013638888
chr2:198270171-198272746	712	727	-1.57031688889
chr2:198270171-198272746	732	734	-0.294434416666
chr2:198270171-198272746	739	741	-0.294434416666
chr2:198270171-198272746	745	778	-3.33692338888
chr2:198270171-198272746	780	989	-20.6104091666
chr2:198270171-198272746	991	1010	-1.96289611111
chr2:198270171-198272746	1012	1167	-15.3105896666
chr2:198270171-198272746	1169	1225	-5.59425391666
chr2:198270171-198272746	1227	1326	-9.81448055554
chr2:198270171-198272746	1328	1391	-6.28126755555
chr2:198270171-198272746	1393	1401	-0.883303249999
chr2:198270171-198272746	1403	1498	-9.42190133332
chr2:198270171-198272746	1500	1502	-0.294434416666
chr2:198270171-198272746	1504	1508	-0.490724027777
chr2:198270171-198272746	1519	1521	-0.294434416666
chr2:198270171-198272746	1524	1525	-0.196289611111
chr2:198270171-198272746	1528	1530	-0.294434416666
chr2:198270171-198272746	1538	1539	-0.196289611111
chr2:198270171-198272746	1541	1657	-11.48294225
chr2:198270171-198272746	1659	1751	-9.12746691665
chr2:198270171-198272746	1753	1828	-7.45900522221
chr2:198270171-198272746	1830	1835	-0.588868833333
chr2:198270171-198272746	1837	1875	-3.82764741666
chr2:198270171-198272746	1878	1884	-0.687013638888
chr2:198270171-198272746	1888	1890	-0.294434416666
chr2:198270171-198272746	1895	1897	-0.294434416666
chr2:198270171-198272746	1899	1901	-0.294434416666
chr2:198270171-198272746	1906	1911	-0.588868833333
chr2:198270171-198272746	1914	1919	-0.588868833333
chr2:198270171-198272746	1921	1925	-0.490724027777
chr2:198270171-198272746	1928	1929	-0.196289611111
chr2:198270171-198272746	1940	1943	-0.392579222222
chr2:198270171-198272746	1945	1946	-0.196289611111
chr2:198270171-198272746	1948	1949	-0.196289611111
chr2:198270171-198272746	1951	1953	-0.294434416666
chr2:198270171-198272746	1955	1958	-0.392579222222
chr2:198270171-198272746	1960	1973	-1.37402727778
chr2:198270171-198272746	1975	1983	-0.883303249999
chr2:198270171-198272746	1985	2002	-1.7666065
chr2:198270171-198272746	2004	2020	-1.66846169444
chr2:198270171-198272746	2022	2040	-1.86475130555
chr2:198270171-198272746	2042	2060	-1.86475130555
chr2:198270171-198272746	2065	2066	-0.196289611111
chr2:198270171-198272746	2072	2073	-0.196289611111
chr2:198270171-198272746	2075	2078	-0.392579222222
chr2:198270171-198272746	2082	2088	-0.687013638888
chr2:198270171-198272746	2092	2097	-0.588868833333
chr2:198270171-198272746	2107	2115	-0.883303249999
chr2:198270171-198272746	2117	2118	-0.196289611111
chr2:198270171-198272746	2120	2129	-0.981448055554
chr2:198270171-198272746	2132	2166	-3.43506819444
chr2:198270171-198272746	2168	2191	-2.35547533333
chr2:198270171-198272746	2193	2194	-0.196289611111
chr2:198270171-198272746	2196	2296	-9.9126253611
chr2:198270171-198272746	2298	2458	-15.8013136944
chr2:198272818-198273117	1	6	-0.584700891874
chr2:198272818-198273117	8	43	-3.50820535124
chr2:198272818-198273117	47	157	-10.8169664997
chr2:198272818-198273117	159	195	-3.60565549989
chr2:198273280-198274518	1	34	-7.57130367783
chr2:198273280-198274518	36	171	-30.2852147113
chr2:198273280-198274518	173	175	-0.668056206868
chr2:198273280-198274518	182	202	-4.67639344807
chr2:198273280-198274518	204	212	-2.0041686206
chr2:198273280-198274518	218	220	-0.668056206868
chr2:198273280-198274518	222	229	-1.78148321831
chr2:198273280-198274518	231	236	-1.33611241374
chr2:198273280-198274518	240	242	-0.668056206868
chr2:198273280-198274518	245	249	-1.11342701145
chr2:198273280-198274518	253	263	-2.44953942518
chr2:198273280-198274518	265	275	-2.44953942518
chr2:198273280-198274518	277	282	-1.33611241374
chr2:198273280-198274518	284	292	-2.0041686206
chr2:198273280-198274518	294	320	-6.01250586181
chr2:198273280-198274518	322	328	-1.55879781602
chr2:198273280-198274518	330	504	-38.9699454006
chr2:198273280-198274518	506	561	-12.4703825282
chr2:198273280-198274518	564	576	-2.89491022976
chr2:198273280-198274518	578	585	-1.78148321831
chr2:198273280-198274518	587	600	-3.11759563205
chr2:198273280-198274518	602	606	-1.11342701145
chr2:198273280-198274518	608	609	-0.445370804578
chr2:198273280-198274518	611	613	-0.668056206868
chr2:198273280-198274518	624	632	-2.0041686206
chr2:198273280-198274518	634	643	-2.22685402289
chr2:198273280-198274518	645	649	-1.11342701145
chr2:198273280-198274518	651	652	-0.445370804578
chr2:198273280-198274518	654	659	-1.33611241374
chr2:198273280-198274518	661	663	-0.668056206868
chr2:198273280-198274518	665	668	-0.890741609157
chr2:198273280-198274518	676	677	-0.445370804578
chr2:198273280-198274518	683	685	-0.668056206868
chr2:198273280-198274518	693	700	-1.78148321831
chr2:198273280-198274518	713	714	-0.445370804578
chr2:198273280-198274518	716	717	-0.445370804578
chr2:198273280-198274518	722	728	-1.55879781602
chr2:198273280-198274518	730	732	-0.668056206868
chr2:198273280-198274518	738	739	-0.445370804578
chr2:198273280-198274518	747	748	-0.445370804578
chr2:198273280-198274518	756	757	-0.445370804578
chr2:198273280-198274518	761	763	-0.668056206868
chr2:198273280-198274518	766	769	-0.890741609157
chr2:198273280-198274518	771	775	-1.11342701145
chr2:198273280-198274518	777	787	-2.44953942518
chr2:198273280-198274518	791	798	-1.78148321831
chr2:198273280-198274518	803	804	-0.445370804578
chr2:198273280-198274518	807	814	-1.78148321831
chr2:198273280-198274518	818	826	-2.0041686206
chr2:198273280-198274518	828	835	-1.78148321831
chr2:198273280-198274518	837	838	-0.445370804578
chr2:198273280-198274518	840	1004	-36.7430913777
chr2:198273280-198274518	1006	1102	-21.600484022
chr2:198273280-198274518	1104	1106	-0.668056206868
chr2:198274706-198281489	1	505	-238.870583737
chr2:198274706-198281489	511	515	-2.36505528453
chr2:198274706-198281489	526	527	-0.946022113811
chr2:198274706-198281489	532	533	-0.946022113811
chr2:198274706-198281489	537	550	-6.62215479668
chr2:198274706-198281489	552	554	-1.41903317072
chr2:198274706-198281489	556	557	-0.946022113811
chr2:198274706-198281489	559	565	-3.31107739834
chr2:198274706-198281489	571	572	-0.946022113811
chr2:198274706-198281489	574	579	-2.83806634143
chr2:198274706-198281489	589	590	-0.946022113811
chr2:198274706-198281489	593	594	-0.946022113811
chr2:198274706-198281489	602	605	-1.89204422762
chr2:198274706-198281489	617	618	-0.946022113811
chr2:198274706-198281489	632	635	-1.89204422762
chr2:198274706-198281489	639	641	-1.41903317072
chr2:198274706-198281489	645	664	-9.46022113811
chr2:198274706-198281489	669	671	-1.41903317072
chr2:198274706-198281489	673	679	-3.31107739834
chr2:198274706-198281489	681	690	-4.73011056906
chr2:198274706-198281489	695	696	-0.946022113811
chr2:198274706-198281489	702	703	-0.946022113811
chr2:198274706-198281489	707	709	-1.41903317072
chr2:198274706-198281489	713	715	-1.41903317072
chr2:198274706-198281489	721	722	-0.946022113811
chr2:198274706-198281489	768	769	-0.946022113811
chr2:198274706-198281489	774	784	-5.20312162596
chr2:198274706-198281489	787	793	-3.31107739834
chr2:198274706-198281489	822	984	-77.1008022756
chr2:198274706-198281489	986	1043	-27.4346413005
chr2:198274706-198281489	1045	1046	-0.946022113811
chr2:198274706-198281489	1048	1401	-167.445914145
chr2:198274706-198281489	1403	1405	-1.41903317072
chr2:198274706-198281489	1408	1409	-0.946022113811
chr2:198274706-198281489	1422	1423	-0.946022113811
chr2:198274706-198281489	1428	1430	-1.41903317072
chr2:198274706-198281489	1453	1454	-0.946022113811
chr2:198274706-198281489	1457	1458	-0.946022113811
chr2:198274706-198281489	1466	1467	-0.946022113811
chr2:198274706-198281489	1472	1480	-4.25709951215
chr2:198274706-198281489	1482	1485	-1.89204422762
chr2:198274706-198281489	1487	1510	-11.3522653657
chr2:198274706-198281489	1512	1518	-3.31107739834
chr2:198274706-198281489	1520	1522	-1.41903317072
chr2:198274706-198281489	1524	1543	-9.46022113811
chr2:198274706-198281489	1545	1547	-1.41903317072
chr2:198274706-198281489	1549	1551	-1.41903317072
chr2:198274706-198281489	1600	1603	-1.89204422762
chr2:198274706-198281489	1623	1628	-2.83806634143
chr2:198274706-198281489	1630	1643	-6.62215479668
chr2:198274706-198281489	1645	1649	-2.36505528453
chr2:198274706-198281489	1652	1653	-0.946022113811
chr2:198274706-198281489	1656	1657	-0.946022113811
chr2:198274706-198281489	1659	1667	-4.25709951215
chr2:198274706-198281489	1669	1810	-67.1675700806
chr2:198274706-198281489	1812	1828	-8.04118796739
chr2:198274706-198281489	1840	1855	-7.56817691049
chr2:198274706-198281489	1857	1886	-14.1903317072
chr2:198274706-198281489	1889	1909	-9.93323219502
chr2:198274706-198281489	1916	1974	-27.9076523574
chr2:198274706-198281489	1978	1980	-1.41903317072
chr2:198274706-198281489	1982	1993	-5.67613268287
chr2:198274706-198281489	1995	2009	-7.09516585358
chr2:198274706-198281489	2013	2042	-14.1903317072
chr2:198274706-198281489	2044	2048	-2.36505528453
chr2:198274706-198281489	2053	2057	-2.36505528453
chr2:198274706-198281489	2062	2073	-5.67613268287
chr2:198274706-198281489	2090	2093	-1.89204422762
chr2:198274706-198281489	2095	2097	-1.41903317072
chr2:198274706-198281489	2101	2110	-4.73011056906
chr2:198274706-198281489	2112	2145	-16.0823759348
chr2:198274706-198281489	2148	2193	-21.7585086177
chr2:198274706-198281489	2195	2287	-43.9900282922
chr2:198274706-198281489	2289	2303	-7.09516585358
chr2:198274706-198281489	2305	2355	-24.1235639022
chr2:198274706-198281489	2358	2362	-2.36505528453
chr2:198274706-198281489	2364	2365	-0.946022113811
chr2:198274706-198281489	2369	2379	-5.20312162596
chr2:198274706-198281489	2381	2424	-20.8124865038
chr2:198274706-198281489	2426	2429	-1.89204422762
chr2:198274706-198281489	2431	2435	-2.36505528453
chr2:198274706-198281489	2455	2456	-0.946022113811
chr2:198274706-198281489	2467	2468	-0.946022113811
chr2:198274706-198281489	2497	2500	-1.89204422762
chr2:198274706-198281489	2508	2509	-0.946022113811
chr2:198274706-198281489	2556	2557	-0.946022113811
chr2:198274706-198281489	2561	2562	-0.946022113811
chr2:198274706-198281489	2564	2570	-3.31107739834
chr2:198274706-198281489	2572	2576	-2.36505528453
chr2:198274706-198281489	2578	2579	-0.946022113811
chr2:198274706-198281489	2598	2600	-1.41903317072
chr2:198274706-198281489	2604	2605	-0.946022113811
chr2:198274706-198281489	2607	2610	-1.89204422762
chr2:198274706-198281489	2614	2618	-2.36505528453
chr2:198274706-198281489	2620	2621	-0.946022113811
chr2:198274706-198281489	2624	2625	-0.946022113811
chr2:198274706-198281489	2627	2656	-14.1903317072
chr2:198274706-198281489	2658	2661	-1.89204422762
chr2:198274706-198281489	2669	2672	-1.89204422762
chr2:198274706-198281489	2674	2720	-22.2315196746
chr2:198274706-198281489	2728	2731	-1.89204422762
chr2:198274706-198281489	2733	2735	-1.41903317072
chr2:198274706-198281489	2739	2742	-1.89204422762
chr2:198274706-198281489	2748	2749	-0.946022113811
chr2:198274706-198281489	2754	2756	-1.41903317072
chr2:198274706-198281489	2762	2777	-7.56817691049
chr2:198274706-198281489	2779	2797	-8.98721008121
chr2:198274706-198281489	2799	2841	-20.3394754469
chr2:198274706-198281489	2843	2847	-2.36505528453
chr2:198274706-198281489	2868	2869	-0.946022113811
chr2:198274706-198281489	2883	2884	-0.946022113811
chr2:198274706-198281489	2888	2889	-0.946022113811
chr2:198274706-198281489	2893	2895	-1.41903317072
chr2:198274706-198281489	2897	2898	-0.946022113811
chr2:198274706-198281489	2900	2902	-1.41903317072
chr2:198274706-198281489	2904	2905	-0.946022113811
chr2:198274706-198281489	2918	2919	-0.946022113811
chr2:198274706-198281489	2923	2924	-0.946022113811
chr2:198274706-198281489	2930	2931	-0.946022113811
chr2:198274706-198281489	2938	3133	-92.7101671535
chr2:198274706-198281489	3135	3143	-4.25709951215
chr2:198274706-198281489	3148	3151	-1.89204422762
chr2:198274706-198281489	3155	3158	-1.89204422762
chr2:198274706-198281489	3161	3163	-1.41903317072
chr2:198274706-198281489	3165	3170	-2.83806634143
chr2:198274706-198281489	3179	3181	-1.41903317072
chr2:198274706-198281489	3184	3189	-2.83806634143
chr2:198274706-198281489	3201	3207	-3.31107739834
chr2:198274706-198281489	3210	3211	-0.946022113811
chr2:198274706-198281489	3231	3232	-0.946022113811
chr2:198274706-198281489	3240	3242	-1.41903317072
chr2:198274706-198281489	3259	3260	-0.946022113811
chr2:198274706-198281489	3274	3275	-0.946022113811
chr2:198274706-198281489	3281	3282	-0.946022113811
chr2:198274706-198281489	3290	3294	-2.36505528453
chr2:198274706-198281489	3296	3301	-2.83806634143
chr2:198274706-198281489	3305	3486	-86.0880123568
chr2:198274706-198281489	3488	3638	-71.4246695927
chr2:198274706-198281489	3640	3806	-78.9928465032
chr2:198274706-198281489	3808	3832	-11.8252764226
chr2:198274706-198281489	3834	3883	-23.6505528453
chr2:198274706-198281489	3887	3890	-1.89204422762
chr2:198274706-198281489	3893	3894	-0.946022113811
chr2:198274706-198281489	3929	3931	-1.41903317072
chr2:198274706-198281489	3938	3942	-2.36505528453
chr2:198274706-198281489	3948	3949	-0.946022113811
chr2:198274706-198281489	3951	3952	-0.946022113811
chr2:198274706-198281489	3960	3962	-1.41903317072
chr2:198274706-198281489	3982	3983	-0.946022113811
chr2:198274706-198281489	3989	3990	-0.946022113811
chr2:198274706-198281489	3992	3993	-0.946022113811
chr2:198274706-198281489	3995	4013	-8.98721008121
chr2:198274706-198281489	4015	4016	-0.946022113811
chr2:198274706-198281489	4024	4027	-1.89204422762
chr2:198274706-198281489	4029	4030	-0.946022113811
chr2:198274706-198281489	4032	4034	-1.41903317072
chr2:198274706-198281489	4040	4042	-1.41903317072
chr2:198274706-198281489	4047	4048	-0.946022113811
chr2:198274706-198281489	4054	4056	-1.41903317072
chr2:198274706-198281489	4071	4073	-1.41903317072
chr2:198274706-198281489	4075	4087	-6.14914373977
chr2:198274706-198281489	4089	4095	-3.31107739834
chr2:198274706-198281489	4097	4098	-0.946022113811
chr2:198274706-198281489	4104	4106	-1.41903317072
chr2:198274706-198281489	4123	4124	-0.946022113811
chr2:198274706-198281489	4126	4127	-0.946022113811
chr2:198274706-198281489	4129	4472	-162.715803576
chr2:198274706-198281489	4474	4750	-131.024062763
chr2:198274706-198281489	4752	4918	-78.9928465032
chr2:198274706-198281489	4920	5242	-152.782571381
chr2:198274706-198281489	5244	5315	-34.0567960972
chr2:198274706-198281489	5317	5324	-3.78408845524
chr2:198274706-198281489	5326	5329	-1.89204422762
chr2:198274706-198281489	5343	5345	-1.41903317072
chr2:198274706-198281489	5348	5349	-0.946022113811
chr2:198274706-198281489	5357	5360	-1.89204422762
chr2:198274706-198281489	5364	5365	-0.946022113811
chr2:198274706-198281489	5397	5399	-1.41903317072
