reference	start	end	pvalue
chr2:198266829-198267304	185	190	-0.174855865035
chr2:198266829-198267304	192	220	-0.845136681005
chr2:198266829-198267304	222	265	-1.28227634359
chr2:198266829-198267304	267	403	-3.99254225164
chr2:198267734-198268333	1	347	-2.61243547745
chr2:198267734-198268333	349	419	-0.534532907491
chr2:198267734-198268333	421	462	-0.316202564995
chr2:198268463-198269824	1	14	-1.03933661654
chr2:198268463-198269824	16	167	-11.2842261224
chr2:198268463-198269824	169	186	-1.33628993555
chr2:198268463-198269824	188	350	-12.1008477497
chr2:198268463-198269824	352	459	-8.0177396133
chr2:198268463-198269824	461	557	-7.20111798602
chr2:198268463-198269824	560	561	-0.148476659506
chr2:198268463-198269824	563	573	-0.816621627281
chr2:198268463-198269824	579	582	-0.296953319011
chr2:198268463-198269824	584	590	-0.51966830827
chr2:198268463-198269824	593	619	-2.00443490333
chr2:198268463-198269824	623	630	-0.593906638023
chr2:198268463-198269824	632	633	-0.148476659506
chr2:198268463-198269824	635	636	-0.148476659506
chr2:198268463-198269824	638	639	-0.148476659506
chr2:198268463-198269824	644	648	-0.371191648764
chr2:198268463-198269824	652	654	-0.222714989258
chr2:198268463-198269824	656	673	-1.33628993555
chr2:198268463-198269824	675	683	-0.668144967775
chr2:198268463-198269824	685	690	-0.445429978517
chr2:198268463-198269824	697	698	-0.148476659506
chr2:198268463-198269824	703	710	-0.593906638023
chr2:198268463-198269824	712	723	-0.890859957034
chr2:198268463-198269824	725	734	-0.742383297528
chr2:198268463-198269824	736	748	-0.965098286787
chr2:198268463-198269824	750	752	-0.222714989258
chr2:198268463-198269824	755	758	-0.296953319011
chr2:198268463-198269824	760	776	-1.2620516058
chr2:198268463-198269824	778	794	-1.2620516058
chr2:198268463-198269824	796	798	-0.222714989258
chr2:198268463-198269824	800	815	-1.18781327605
chr2:198268463-198269824	817	887	-5.27092141245
chr2:198268463-198269824	889	962	-5.49363640171
chr2:198268463-198269824	964	1027	-4.75125310418
chr2:198268463-198269824	1029	1042	-1.03933661654
chr2:198268463-198269824	1044	1225	-13.511376015
chr2:198270171-198272746	1	82	-1.62339090391
chr2:198270171-198272746	84	567	-9.58196582307
chr2:198270171-198272746	569	706	-2.73204810658
chr2:198270171-198272746	710	712	-0.059392350143
chr2:198270171-198272746	714	734	-0.415746451001
chr2:198270171-198272746	738	891	-3.04880730734
chr2:198270171-198272746	893	1494	-11.9180649287
chr2:198270171-198272746	1498	1510	-0.25736685062
chr2:198270171-198272746	1512	1515	-0.0791898001906
chr2:198270171-198272746	1521	1524	-0.0791898001906
chr2:198270171-198272746	1528	1530	-0.059392350143
chr2:198270171-198272746	1532	1536	-0.0989872502383
chr2:198270171-198272746	1538	1539	-0.0395949000953
chr2:198270171-198272746	1541	1899	-7.10728456711
chr2:198270171-198272746	1901	1907	-0.138582150334
chr2:198270171-198272746	1909	1910	-0.0395949000953
chr2:198270171-198272746	1912	1928	-0.33655665081
chr2:198270171-198272746	1930	1932	-0.059392350143
chr2:198270171-198272746	1934	1946	-0.25736685062
chr2:198270171-198272746	1950	1954	-0.0989872502383
chr2:198270171-198272746	1956	2097	-2.81123790677
chr2:198270171-198272746	2100	2103	-0.0791898001906
chr2:198270171-198272746	2107	2118	-0.237569400572
chr2:198270171-198272746	2120	2194	-1.48480875357
chr2:198273280-198274518	1	201	-10.2695566692
chr2:198273280-198274518	203	207	-0.255461608687
chr2:198273280-198274518	209	291	-4.2406627042
chr2:198273280-198274518	293	322	-1.53276965212
chr2:198273280-198274518	324	533	-10.7293875648
chr2:198273280-198274518	535	562	-1.43058500865
chr2:198273280-198274518	564	566	-0.153276965212
chr2:198273280-198274518	568	607	-2.04369286949
chr2:198273280-198274518	609	660	-2.65680073034
chr2:198273280-198274518	665	669	-0.255461608687
chr2:198273280-198274518	671	672	-0.102184643475
chr2:198273280-198274518	674	677	-0.204369286949
chr2:198273280-198274518	679	686	-0.408738573899
chr2:198273280-198274518	690	695	-0.306553930424
chr2:198273280-198274518	697	703	-0.357646252161
chr2:198273280-198274518	706	707	-0.102184643475
chr2:198273280-198274518	710	712	-0.153276965212
chr2:198273280-198274518	716	717	-0.102184643475
chr2:198273280-198274518	722	725	-0.204369286949
chr2:198273280-198274518	729	736	-0.408738573899
chr2:198273280-198274518	738	742	-0.255461608687
chr2:198273280-198274518	745	748	-0.204369286949
chr2:198273280-198274518	754	757	-0.204369286949
chr2:198273280-198274518	759	795	-1.89041590428
chr2:198273280-198274518	797	799	-0.153276965212
chr2:198273280-198274518	801	818	-0.919661791272
chr2:198273280-198274518	820	881	-3.16772394772
chr2:198273280-198274518	883	919	-1.89041590428
chr2:198273280-198274518	921	1135	-10.9848491735
chr2:198274706-198281489	1	504	-43.4990090637
chr2:198274706-198281489	507	509	-0.258922672998
chr2:198274706-198281489	511	515	-0.431537788331
chr2:198274706-198281489	521	522	-0.172615115332
chr2:198274706-198281489	526	527	-0.172615115332
chr2:198274706-198281489	529	535	-0.604152903663
chr2:198274706-198281489	539	560	-1.89876626865
chr2:198274706-198281489	562	565	-0.345230230665
chr2:198274706-198281489	567	575	-0.776768018995
chr2:198274706-198281489	577	582	-0.517845345997
chr2:198274706-198281489	586	589	-0.345230230665
chr2:198274706-198281489	591	606	-1.38092092266
chr2:198274706-198281489	608	611	-0.345230230665
chr2:198274706-198281489	620	627	-0.690460461329
chr2:198274706-198281489	629	632	-0.345230230665
chr2:198274706-198281489	637	639	-0.258922672998
chr2:198274706-198281489	641	645	-0.431537788331
chr2:198274706-198281489	648	661	-1.20830580733
chr2:198274706-198281489	663	669	-0.604152903663
chr2:198274706-198281489	671	676	-0.517845345997
chr2:198274706-198281489	678	684	-0.604152903663
chr2:198274706-198281489	686	692	-0.604152903663
chr2:198274706-198281489	694	714	-1.81245871099
chr2:198274706-198281489	716	719	-0.345230230665
chr2:198274706-198281489	721	724	-0.345230230665
chr2:198274706-198281489	728	729	-0.172615115332
chr2:198274706-198281489	744	745	-0.172615115332
chr2:198274706-198281489	752	753	-0.172615115332
chr2:198274706-198281489	758	760	-0.258922672998
chr2:198274706-198281489	768	774	-0.604152903663
chr2:198274706-198281489	776	785	-0.863075576661
chr2:198274706-198281489	787	790	-0.345230230665
chr2:198274706-198281489	796	797	-0.172615115332
chr2:198274706-198281489	801	805	-0.431537788331
chr2:198274706-198281489	811	812	-0.172615115332
chr2:198274706-198281489	814	819	-0.517845345997
chr2:198274706-198281489	822	950	-11.1336749389
chr2:198274706-198281489	952	970	-1.63984359566
chr2:198274706-198281489	972	985	-1.20830580733
chr2:198274706-198281489	987	1409	-36.5080968928
chr2:198274706-198281489	1411	1414	-0.345230230665
chr2:198274706-198281489	1418	1419	-0.172615115332
chr2:198274706-198281489	1421	1424	-0.345230230665
chr2:198274706-198281489	1428	1430	-0.258922672998
chr2:198274706-198281489	1432	1436	-0.431537788331
chr2:198274706-198281489	1438	1440	-0.258922672998
chr2:198274706-198281489	1442	1448	-0.604152903663
chr2:198274706-198281489	1451	1454	-0.345230230665
chr2:198274706-198281489	1457	1459	-0.258922672998
chr2:198274706-198281489	1466	1468	-0.258922672998
chr2:198274706-198281489	1472	1480	-0.776768018995
chr2:198274706-198281489	1482	1500	-1.63984359566
chr2:198274706-198281489	1502	1548	-4.05645521031
chr2:198274706-198281489	1550	1553	-0.345230230665
chr2:198274706-198281489	1555	1556	-0.172615115332
chr2:198274706-198281489	1559	1560	-0.172615115332
chr2:198274706-198281489	1563	1564	-0.172615115332
chr2:198274706-198281489	1568	1569	-0.172615115332
chr2:198274706-198281489	1578	1580	-0.258922672998
chr2:198274706-198281489	1583	1588	-0.517845345997
chr2:198274706-198281489	1590	1595	-0.517845345997
chr2:198274706-198281489	1597	1610	-1.20830580733
chr2:198274706-198281489	1614	1625	-1.03569069199
chr2:198274706-198281489	1627	1642	-1.38092092266
chr2:198274706-198281489	1644	1646	-0.258922672998
chr2:198274706-198281489	1648	1790	-12.3419807463
chr2:198274706-198281489	1792	1833	-3.62491742198
chr2:198274706-198281489	1835	1839	-0.431537788331
chr2:198274706-198281489	1841	1850	-0.863075576661
chr2:198274706-198281489	1852	1910	-5.0921459023
chr2:198274706-198281489	1912	1989	-6.73198949796
chr2:198274706-198281489	1991	2070	-6.90460461329
chr2:198274706-198281489	2072	2075	-0.345230230665
chr2:198274706-198281489	2086	2088	-0.258922672998
chr2:198274706-198281489	2091	2093	-0.258922672998
chr2:198274706-198281489	2096	2102	-0.604152903663
chr2:198274706-198281489	2104	2105	-0.172615115332
chr2:198274706-198281489	2107	2144	-3.27968719131
chr2:198274706-198281489	2146	2427	-24.3387312618
chr2:198274706-198281489	2429	2437	-0.776768018995
chr2:198274706-198281489	2439	2441	-0.258922672998
chr2:198274706-198281489	2443	2446	-0.345230230665
chr2:198274706-198281489	2448	2450	-0.258922672998
chr2:198274706-198281489	2452	2454	-0.258922672998
chr2:198274706-198281489	2456	2458	-0.258922672998
chr2:198274706-198281489	2460	2463	-0.345230230665
chr2:198274706-198281489	2470	2471	-0.172615115332
chr2:198274706-198281489	2480	2481	-0.172615115332
chr2:198274706-198281489	2488	2496	-0.776768018995
chr2:198274706-198281489	2498	2505	-0.690460461329
chr2:198274706-198281489	2507	2510	-0.345230230665
chr2:198274706-198281489	2517	2518	-0.172615115332
chr2:198274706-198281489	2528	2529	-0.172615115332
chr2:198274706-198281489	2541	2542	-0.172615115332
chr2:198274706-198281489	2549	2550	-0.172615115332
chr2:198274706-198281489	2553	2556	-0.345230230665
chr2:198274706-198281489	2558	2570	-1.12199824966
chr2:198274706-198281489	2572	2579	-0.690460461329
chr2:198274706-198281489	2581	2586	-0.517845345997
chr2:198274706-198281489	2588	2589	-0.172615115332
chr2:198274706-198281489	2591	2592	-0.172615115332
chr2:198274706-198281489	2596	2626	-2.67553428765
chr2:198274706-198281489	2628	2672	-3.88384009498
chr2:198274706-198281489	2676	2723	-4.14276276797
chr2:198274706-198281489	2727	2728	-0.172615115332
chr2:198274706-198281489	2730	2731	-0.172615115332
chr2:198274706-198281489	2733	2739	-0.604152903663
chr2:198274706-198281489	2741	2746	-0.517845345997
chr2:198274706-198281489	2748	2759	-1.03569069199
chr2:198274706-198281489	2761	2765	-0.431537788331
chr2:198274706-198281489	2767	2768	-0.172615115332
chr2:198274706-198281489	2770	2839	-6.04152903663
chr2:198274706-198281489	2842	2848	-0.604152903663
chr2:198274706-198281489	2865	2869	-0.431537788331
chr2:198274706-198281489	2874	2876	-0.258922672998
chr2:198274706-198281489	2880	2881	-0.172615115332
chr2:198274706-198281489	2883	2899	-1.46722848032
chr2:198274706-198281489	2901	2906	-0.517845345997
chr2:198274706-198281489	2915	2936	-1.89876626865
chr2:198274706-198281489	2938	3145	-17.9519719946
chr2:198274706-198281489	3148	3149	-0.172615115332
chr2:198274706-198281489	3153	3161	-0.776768018995
chr2:198274706-198281489	3163	3168	-0.517845345997
chr2:198274706-198281489	3170	3172	-0.258922672998
chr2:198274706-198281489	3175	3176	-0.172615115332
chr2:198274706-198281489	3178	3182	-0.431537788331
chr2:198274706-198281489	3184	3189	-0.517845345997
chr2:198274706-198281489	3191	3193	-0.258922672998
chr2:198274706-198281489	3195	3197	-0.258922672998
chr2:198274706-198281489	3200	3205	-0.517845345997
chr2:198274706-198281489	3207	3212	-0.517845345997
chr2:198274706-198281489	3217	3218	-0.172615115332
chr2:198274706-198281489	3220	3221	-0.172615115332
chr2:198274706-198281489	3230	3235	-0.517845345997
chr2:198274706-198281489	3247	3249	-0.258922672998
chr2:198274706-198281489	3251	3253	-0.258922672998
chr2:198274706-198281489	3258	3261	-0.345230230665
chr2:198274706-198281489	3265	3267	-0.258922672998
chr2:198274706-198281489	3269	3270	-0.172615115332
chr2:198274706-198281489	3273	3279	-0.604152903663
chr2:198274706-198281489	3281	3284	-0.345230230665
chr2:198274706-198281489	3291	3294	-0.345230230665
chr2:198274706-198281489	3296	3301	-0.517845345997
chr2:198274706-198281489	3303	3347	-3.88384009498
chr2:198274706-198281489	3349	3875	-45.48408289
chr2:198274706-198281489	3877	3891	-1.29461336499
chr2:198274706-198281489	3894	3899	-0.517845345997
chr2:198274706-198281489	3903	3905	-0.258922672998
chr2:198274706-198281489	3907	3908	-0.172615115332
chr2:198274706-198281489	3910	3912	-0.258922672998
chr2:198274706-198281489	3918	3921	-0.345230230665
chr2:198274706-198281489	3929	3933	-0.431537788331
chr2:198274706-198281489	3935	3951	-1.46722848032
chr2:198274706-198281489	3953	3959	-0.604152903663
chr2:198274706-198281489	3962	3963	-0.172615115332
chr2:198274706-198281489	3968	3969	-0.172615115332
chr2:198274706-198281489	3971	3973	-0.258922672998
chr2:198274706-198281489	3977	3980	-0.345230230665
chr2:198274706-198281489	3985	3987	-0.258922672998
chr2:198274706-198281489	3989	4032	-3.79753253731
chr2:198274706-198281489	4034	4037	-0.345230230665
chr2:198274706-198281489	4040	4042	-0.258922672998
chr2:198274706-198281489	4044	4048	-0.431537788331
chr2:198274706-198281489	4054	4057	-0.345230230665
chr2:198274706-198281489	4061	4063	-0.258922672998
chr2:198274706-198281489	4075	4092	-1.55353603799
chr2:198274706-198281489	4094	4098	-0.431537788331
chr2:198274706-198281489	4102	4109	-0.690460461329
chr2:198274706-198281489	4115	4119	-0.431537788331
chr2:198274706-198281489	4121	4634	-44.3620846404
chr2:198274706-198281489	4636	5329	-59.8974450203
chr2:198274706-198281489	5332	5337	-0.517845345997
chr2:198274706-198281489	5340	5345	-0.517845345997
chr2:198274706-198281489	5347	5354	-0.690460461329
chr2:198274706-198281489	5357	5360	-0.345230230665
chr2:198274706-198281489	5363	5364	-0.172615115332
chr2:198274706-198281489	5366	5367	-0.172615115332
chr2:198274706-198281489	5369	5373	-0.431537788331
chr2:198274706-198281489	5375	5379	-0.431537788331
chr2:198274706-198281489	5397	5399	-0.258922672998
chr2:198274706-198281489	5406	5407	-0.172615115332
chr2:198274706-198281489	5423	5438	-1.38092092266
chr2:198274706-198281489	5440	5445	-0.517845345997
chr2:198274706-198281489	5448	5450	-0.258922672998
chr2:198274706-198281489	5453	5458	-0.517845345997
chr2:198274706-198281489	5463	5464	-0.172615115332
chr2:198274706-198281489	5468	5480	-1.12199824966
chr2:198274706-198281489	5483	5490	-0.690460461329
chr2:198274706-198281489	5492	5496	-0.431537788331
chr2:198274706-198281489	5498	5508	-0.949383134327
chr2:198274706-198281489	5511	5515	-0.431537788331
chr2:198274706-198281489	5517	5524	-0.690460461329
chr2:198274706-198281489	5526	5539	-1.20830580733
chr2:198274706-198281489	5541	5712	-14.8448999186
chr2:198274706-198281489	5714	5727	-1.20830580733
chr2:198274706-198281489	5734	5735	-0.172615115332
chr2:198274706-198281489	5748	5752	-0.431537788331
chr2:198274706-198281489	5761	5955	-16.8299737449
chr2:198274706-198281489	5957	5963	-0.604152903663
chr2:198281610-198283257	1	564	-34.9197284109
chr2:198281610-198283257	566	600	-2.16700442266
chr2:198281610-198283257	602	603	-0.123828824152
chr2:198281610-198283257	605	620	-0.990630593218
chr2:198281610-198283257	625	626	-0.123828824152
chr2:198281610-198283257	628	630	-0.185743236228
chr2:198281610-198283257	632	640	-0.557229708685
chr2:198281610-198283257	642	777	-8.42036004235
chr2:198281610-198283257	779	864	-5.32463943854
chr2:198281610-198283257	866	891	-1.60977471398
chr2:198281610-198283257	893	965	-4.51975208156
chr2:198281610-198283257	967	1068	-6.31527003176
chr2:198281610-198283257	1070	1082	-0.804887356989
chr2:198281610-198283257	1084	1104	-1.3002026536
chr2:198281610-198283257	1106	1109	-0.247657648304
chr2:198281610-198283257	1113	1121	-0.557229708685
chr2:198281610-198283257	1127	1128	-0.123828824152
chr2:198281610-198283257	1162	1163	-0.123828824152
chr2:198281610-198283257	1165	1195	-1.91934677436
chr2:198281610-198283257	1197	1201	-0.309572060381
chr2:198281610-198283257	1203	1220	-1.11445941737
chr2:198281610-198283257	1222	1275	-3.34337825211
chr2:198281610-198283257	1277	1328	-3.21954942796
chr2:198283287-198283545	7	10	-7.14061660717
chr2:198283287-198283545	14	15	-3.57030830358
chr2:198283287-198283545	19	22	-7.14061660717
chr2:198283287-198283545	26	29	-7.14061660717
chr2:198283287-198283545	31	32	-3.57030830358
chr2:198283287-198283545	38	39	-3.57030830358
chr2:198283287-198283545	43	48	-10.7109249108
chr2:198283287-198283545	53	55	-5.35546245538
chr2:198283287-198283545	57	58	-3.57030830358
chr2:198283287-198283545	62	63	-3.57030830358
chr2:198283287-198283545	65	66	-3.57030830358
chr2:198283287-198283545	68	71	-7.14061660717
chr2:198283287-198283545	74	79	-10.7109249108
chr2:198283287-198283545	88	89	-3.57030830358
chr2:198283287-198283545	91	94	-7.14061660717
chr2:198283287-198283545	96	97	-3.57030830358
chr2:198283287-198283545	101	104	-7.14061660717
chr2:198283287-198283545	108	109	-3.57030830358
chr2:198283287-198283545	111	114	-7.14061660717
chr2:198283287-198283545	116	125	-17.8515415179
chr2:198283287-198283545	127	133	-12.4960790625
chr2:198283287-198283545	135	137	-5.35546245538
chr2:198283287-198283545	139	142	-7.14061660717
chr2:198283287-198283545	145	149	-8.92577075896
chr2:198283287-198283545	151	154	-7.14061660717
chr2:198283287-198283545	156	157	-3.57030830358
chr2:198283287-198283545	159	160	-3.57030830358
chr2:198283287-198283545	162	167	-10.7109249108
chr2:198283287-198283545	172	174	-5.35546245538
chr2:198283287-198283545	177	181	-8.92577075896
chr2:198283287-198283545	185	186	-3.57030830358
chr2:198283287-198283545	193	194	-3.57030830358
chr2:198283287-198283545	196	197	-3.57030830358
chr2:198283287-198283545	202	203	-3.57030830358
chr2:198283650-198285176	2	4	-2.63945343593
chr2:198283650-198285176	6	8	-2.63945343593
chr2:198283650-198285176	16	17	-1.75963562395
chr2:198283650-198285176	20	28	-7.91836030778
chr2:198283650-198285176	34	37	-3.5192712479
chr2:198283650-198285176	39	42	-3.5192712479
chr2:198283650-198285176	45	47	-2.63945343593
chr2:198283650-198285176	49	50	-1.75963562395
chr2:198283650-198285176	52	55	-3.5192712479
chr2:198283650-198285176	59	60	-1.75963562395
chr2:198283650-198285176	63	69	-6.15872468383
chr2:198283650-198285176	72	77	-5.27890687185
chr2:198283650-198285176	79	82	-3.5192712479
chr2:198283650-198285176	102	107	-5.27890687185
chr2:198283650-198285176	112	115	-3.5192712479
chr2:198283650-198285176	117	120	-3.5192712479
chr2:198283650-198285176	122	124	-2.63945343593
chr2:198283650-198285176	127	140	-12.3174493677
chr2:198283650-198285176	143	152	-8.79817811976
chr2:198283650-198285176	154	155	-1.75963562395
chr2:198283650-198285176	160	163	-3.5192712479
chr2:198283650-198285176	165	169	-4.39908905988
chr2:198283650-198285176	172	178	-6.15872468383
chr2:198283650-198285176	186	193	-7.0385424958
chr2:198283650-198285176	196	197	-1.75963562395
chr2:198283650-198285176	206	207	-1.75963562395
chr2:198283650-198285176	209	210	-1.75963562395
chr2:198283650-198285176	212	213	-1.75963562395
chr2:198283650-198285176	222	224	-2.63945343593
chr2:198283650-198285176	232	233	-1.75963562395
chr2:198283650-198285176	239	240	-1.75963562395
chr2:198283650-198285176	244	245	-1.75963562395
chr2:198283650-198285176	251	252	-1.75963562395
chr2:198283650-198285176	256	259	-3.5192712479
chr2:198283650-198285176	263	266	-3.5192712479
chr2:198283650-198285176	274	275	-1.75963562395
chr2:198283650-198285176	281	282	-1.75963562395
chr2:198283650-198285176	287	290	-3.5192712479
chr2:198283650-198285176	292	303	-10.5578137437
chr2:198283650-198285176	305	308	-3.5192712479
chr2:198283650-198285176	310	313	-3.5192712479
chr2:198283650-198285176	315	319	-4.39908905988
chr2:198283650-198285176	321	322	-1.75963562395
chr2:198283650-198285176	330	332	-2.63945343593
chr2:198283650-198285176	345	347	-2.63945343593
chr2:198283650-198285176	364	365	-1.75963562395
chr2:198283650-198285176	368	369	-1.75963562395
chr2:198283650-198285176	385	388	-3.5192712479
chr2:198283650-198285176	396	399	-3.5192712479
chr2:198283650-198285176	404	409	-5.27890687185
chr2:198283650-198285176	417	418	-1.75963562395
chr2:198283650-198285176	422	426	-4.39908905988
chr2:198283650-198285176	428	433	-5.27890687185
chr2:198283650-198285176	436	438	-2.63945343593
chr2:198283650-198285176	448	449	-1.75963562395
chr2:198283650-198285176	451	456	-5.27890687185
chr2:198283650-198285176	461	462	-1.75963562395
chr2:198283650-198285176	465	466	-1.75963562395
chr2:198283650-198285176	468	470	-2.63945343593
chr2:198283650-198285176	477	478	-1.75963562395
chr2:198283650-198285176	480	482	-2.63945343593
chr2:198283650-198285176	486	491	-5.27890687185
chr2:198283650-198285176	493	499	-6.15872468383
