reference	start	end	pvalue
chr2:198268463-198269824	653	668	-1.0110975952
chr2:198268463-198269824	670	692	-1.4534527931
chr2:198268463-198269824	696	697	-0.1263871994
chr2:198268463-198269824	701	710	-0.631935997001
chr2:198268463-198269824	712	739	-1.7694207916
chr2:198268463-198269824	741	742	-0.1263871994
chr2:198268463-198269824	744	758	-0.947903995501
chr2:198268463-198269824	760	783	-1.5166463928
chr2:198268463-198269824	785	792	-0.505548797601
chr2:198268463-198269824	794	887	-5.94019837181
chr2:198268463-198269824	889	918	-1.895807991
chr2:198268463-198269824	920	1096	-11.1852671469
chr2:198268463-198269824	1098	1125	-1.7694207916
chr2:198268463-198269824	1127	1225	-6.25616637031
chr2:198268463-198269824	1227	1255	-1.8326143913
chr2:198270171-198272746	1	195	-4.02477947246
chr2:198270171-198272746	197	520	-6.68732589269
chr2:198270171-198272746	522	557	-0.743036210299
chr2:198270171-198272746	559	710	-3.13726399904
chr2:198270171-198272746	712	727	-0.330238315689
chr2:198270171-198272746	729	735	-0.144479263114
chr2:198270171-198272746	738	922	-3.81838052515
chr2:198270171-198272746	924	1331	-8.42107705006
chr2:198270171-198272746	1333	1335	-0.0619196841916
chr2:198270171-198272746	1337	1343	-0.144479263114
chr2:198270171-198272746	1345	1499	-3.19918368323
chr2:198270171-198272746	1501	1502	-0.0412797894611
chr2:198270171-198272746	1504	1511	-0.165119157844
chr2:198270171-198272746	1520	1522	-0.0619196841916
chr2:198270171-198272746	1524	1531	-0.165119157844
chr2:198270171-198272746	1537	1566	-0.619196841916
chr2:198270171-198272746	1568	1613	-0.949435157605
chr2:198270171-198272746	1615	1754	-2.88958526228
chr2:198270171-198272746	1756	1890	-2.78638578862
chr2:198270171-198272746	1892	1932	-0.846235683952
chr2:198270171-198272746	1934	1944	-0.227038842036
chr2:198270171-198272746	1948	1993	-0.949435157605
chr2:198270171-198272746	1995	2065	-1.46543252587
chr2:198270171-198272746	2068	2073	-0.123839368383
chr2:198270171-198272746	2075	2096	-0.454077684072
chr2:198270171-198272746	2099	2104	-0.123839368383
chr2:198273280-198274518	1	220	-8.90741609157
chr2:198273280-198274518	222	232	-0.445370804578
chr2:198273280-198274518	234	238	-0.202441274808
chr2:198273280-198274518	240	297	-2.34831878778
chr2:198273280-198274518	299	317	-0.769276844272
chr2:198273280-198274518	319	615	-12.0250117236
chr2:198273280-198274518	617	619	-0.121464764885
chr2:198273280-198274518	621	640	-0.809765099233
chr2:198273280-198274518	642	669	-1.13367113893
chr2:198273280-198274518	671	677	-0.283417784732
chr2:198273280-198274518	681	697	-0.688300334348
chr2:198273280-198274518	699	701	-0.121464764885
chr2:198273280-198274518	704	707	-0.161953019847
chr2:198273280-198274518	709	710	-0.0809765099233
chr2:198273280-198274518	712	719	-0.323906039693
chr2:198273280-198274518	722	724	-0.121464764885
chr2:198273280-198274518	726	727	-0.0809765099233
chr2:198273280-198274518	731	732	-0.0809765099233
chr2:198273280-198274518	734	735	-0.0809765099233
chr2:198273280-198274518	737	739	-0.121464764885
chr2:198273280-198274518	741	744	-0.161953019847
chr2:198273280-198274518	746	747	-0.0809765099233
chr2:198273280-198274518	754	758	-0.202441274808
chr2:198273280-198274518	760	764	-0.202441274808
chr2:198273280-198274518	766	789	-0.97171811908
chr2:198273280-198274518	791	813	-0.931229864118
chr2:198273280-198274518	815	818	-0.161953019847
chr2:198274706-198281489	1	505	-46.271031554
chr2:198274706-198281489	507	511	-0.458129025288
chr2:198274706-198281489	513	515	-0.274877415173
chr2:198274706-198281489	517	518	-0.183251610115
chr2:198274706-198281489	528	529	-0.183251610115
chr2:198274706-198281489	533	545	-1.19113546575
chr2:198274706-198281489	547	570	-2.19901932138
chr2:198274706-198281489	572	574	-0.274877415173
chr2:198274706-198281489	576	583	-0.73300644046
chr2:198274706-198281489	586	588	-0.274877415173
chr2:198274706-198281489	590	597	-0.73300644046
chr2:198274706-198281489	602	605	-0.36650322023
chr2:198274706-198281489	608	611	-0.36650322023
chr2:198274706-198281489	616	618	-0.274877415173
chr2:198274706-198281489	620	625	-0.549754830345
chr2:198274706-198281489	630	635	-0.549754830345
chr2:198274706-198281489	639	643	-0.458129025288
chr2:198274706-198281489	645	661	-1.55763868598
chr2:198274706-198281489	663	664	-0.183251610115
chr2:198274706-198281489	669	671	-0.274877415173
chr2:198274706-198281489	673	692	-1.83251610115
chr2:198274706-198281489	694	696	-0.274877415173
chr2:198274706-198281489	699	700	-0.183251610115
chr2:198274706-198281489	704	711	-0.73300644046
chr2:198274706-198281489	713	720	-0.73300644046
chr2:198274706-198281489	722	723	-0.183251610115
chr2:198274706-198281489	745	746	-0.183251610115
chr2:198274706-198281489	751	752	-0.183251610115
chr2:198274706-198281489	772	774	-0.274877415173
chr2:198274706-198281489	776	787	-1.09950966069
chr2:198274706-198281489	789	793	-0.458129025288
chr2:198274706-198281489	795	799	-0.458129025288
chr2:198274706-198281489	803	804	-0.183251610115
chr2:198274706-198281489	814	815	-0.183251610115
chr2:198274706-198281489	817	819	-0.274877415173
chr2:198274706-198281489	821	984	-15.0266320294
chr2:198274706-198281489	986	1406	-38.5744639292
chr2:198274706-198281489	1408	1410	-0.274877415173
chr2:198274706-198281489	1415	1421	-0.641380635403
chr2:198274706-198281489	1423	1424	-0.183251610115
chr2:198274706-198281489	1426	1436	-1.00788385563
chr2:198274706-198281489	1444	1447	-0.36650322023
chr2:198274706-198281489	1450	1454	-0.458129025288
chr2:198274706-198281489	1456	1460	-0.458129025288
chr2:198274706-198281489	1467	1468	-0.183251610115
chr2:198274706-198281489	1470	1539	-6.41380635403
chr2:198274706-198281489	1541	1553	-1.19113546575
chr2:198274706-198281489	1564	1565	-0.183251610115
chr2:198274706-198281489	1576	1579	-0.36650322023
chr2:198274706-198281489	1581	1588	-0.73300644046
chr2:198274706-198281489	1592	1593	-0.183251610115
chr2:198274706-198281489	1595	1605	-1.00788385563
chr2:198274706-198281489	1607	1608	-0.183251610115
chr2:198274706-198281489	1614	1836	-20.4325545278
chr2:198274706-198281489	1838	1844	-0.641380635403
chr2:198274706-198281489	1846	1907	-5.68079991357
chr2:198274706-198281489	1911	1972	-5.68079991357
chr2:198274706-198281489	1974	1981	-0.73300644046
chr2:198274706-198281489	1983	1990	-0.73300644046
chr2:198274706-198281489	1992	2073	-7.51331601472
chr2:198274706-198281489	2077	2081	-0.458129025288
chr2:198274706-198281489	2086	2088	-0.274877415173
chr2:198274706-198281489	2090	2093	-0.36650322023
chr2:198274706-198281489	2095	2111	-1.55763868598
chr2:198274706-198281489	2113	2145	-3.0236515669
chr2:198274706-198281489	2148	2364	-19.8827996975
chr2:198274706-198281489	2366	2368	-0.274877415173
chr2:198274706-198281489	2372	2415	-4.03153542253
chr2:198274706-198281489	2417	2433	-1.55763868598
chr2:198274706-198281489	2435	2441	-0.641380635403
chr2:198274706-198281489	2446	2448	-0.274877415173
chr2:198274706-198281489	2452	2455	-0.36650322023
chr2:198274706-198281489	2460	2461	-0.183251610115
chr2:198274706-198281489	2467	2468	-0.183251610115
chr2:198274706-198281489	2470	2473	-0.36650322023
chr2:198274706-198281489	2489	2492	-0.36650322023
chr2:198274706-198281489	2509	2511	-0.274877415173
chr2:198274706-198281489	2551	2553	-0.274877415173
chr2:198274706-198281489	2555	2585	-2.84039995678
chr2:198274706-198281489	2588	2589	-0.183251610115
chr2:198274706-198281489	2591	2592	-0.183251610115
chr2:198274706-198281489	2594	2595	-0.183251610115
chr2:198274706-198281489	2597	2605	-0.824632245518
chr2:198274706-198281489	2607	2619	-1.19113546575
chr2:198274706-198281489	2621	2625	-0.458129025288
chr2:198274706-198281489	2627	2671	-4.12316122759
chr2:198274706-198281489	2673	2676	-0.36650322023
chr2:198274706-198281489	2678	2722	-4.12316122759
chr2:198274706-198281489	2726	2729	-0.36650322023
chr2:198274706-198281489	2731	2735	-0.458129025288
chr2:198274706-198281489	2739	2750	-1.09950966069
chr2:198274706-198281489	2752	2848	-8.88770309058
chr2:198274706-198281489	2856	2858	-0.274877415173
chr2:198274706-198281489	2864	2866	-0.274877415173
chr2:198274706-198281489	2868	2869	-0.183251610115
chr2:198274706-198281489	2871	2880	-0.916258050575
chr2:198274706-198281489	2882	2886	-0.458129025288
chr2:198274706-198281489	2888	2897	-0.916258050575
chr2:198274706-198281489	2899	2900	-0.183251610115
chr2:198274706-198281489	2904	2908	-0.458129025288
chr2:198274706-198281489	2913	2914	-0.183251610115
chr2:198274706-198281489	2918	2919	-0.183251610115
chr2:198274706-198281489	2921	2926	-0.549754830345
chr2:198274706-198281489	2928	3147	-20.1576771127
chr2:198274706-198281489	3149	3154	-0.549754830345
chr2:198274706-198281489	3156	3159	-0.36650322023
chr2:198274706-198281489	3161	3180	-1.83251610115
chr2:198274706-198281489	3186	3194	-0.824632245518
chr2:198274706-198281489	3196	3197	-0.183251610115
chr2:198274706-198281489	3201	3205	-0.458129025288
chr2:198274706-198281489	3207	3209	-0.274877415173
chr2:198274706-198281489	3211	3212	-0.183251610115
chr2:198274706-198281489	3214	3216	-0.274877415173
chr2:198274706-198281489	3231	3232	-0.183251610115
chr2:198274706-198281489	3234	3235	-0.183251610115
chr2:198274706-198281489	3239	3244	-0.549754830345
chr2:198274706-198281489	3246	3249	-0.36650322023
chr2:198274706-198281489	3255	3256	-0.183251610115
chr2:198274706-198281489	3258	3261	-0.36650322023
chr2:198274706-198281489	3265	3266	-0.183251610115
chr2:198274706-198281489	3271	3272	-0.183251610115
chr2:198274706-198281489	3274	3278	-0.458129025288
chr2:198274706-198281489	3283	3284	-0.183251610115
chr2:198274706-198281489	3286	3288	-0.274877415173
chr2:198274706-198281489	3290	3311	-2.01576771127
chr2:198274706-198281489	3313	3823	-46.8207863844
chr2:198274706-198281489	3825	3872	-4.39803864276
chr2:198274706-198281489	3874	3875	-0.183251610115
chr2:198274706-198281489	3877	3879	-0.274877415173
chr2:198274706-198281489	3881	3883	-0.274877415173
chr2:198274706-198281489	3885	3895	-1.00788385563
chr2:198274706-198281489	3897	3898	-0.183251610115
chr2:198274706-198281489	3903	3907	-0.458129025288
chr2:198274706-198281489	3911	3914	-0.36650322023
chr2:198274706-198281489	3918	3919	-0.183251610115
chr2:198274706-198281489	3928	3949	-2.01576771127
chr2:198274706-198281489	3953	3964	-1.09950966069
chr2:198274706-198281489	3968	3969	-0.183251610115
chr2:198274706-198281489	3971	3973	-0.274877415173
chr2:198274706-198281489	3975	4014	-3.6650322023
chr2:198274706-198281489	4018	4019	-0.183251610115
chr2:198274706-198281489	4023	4026	-0.36650322023
chr2:198274706-198281489	4028	4037	-0.916258050575
chr2:198274706-198281489	4039	4043	-0.458129025288
chr2:198274706-198281489	4045	4048	-0.36650322023
chr2:198274706-198281489	4053	4056	-0.36650322023
chr2:198274706-198281489	4058	4060	-0.274877415173
chr2:198274706-198281489	4068	4098	-2.84039995678
chr2:198274706-198281489	4103	4104	-0.183251610115
chr2:198274706-198281489	4106	4107	-0.183251610115
chr2:198274706-198281489	4115	4745	-57.8158829913
chr2:198274706-198281489	4747	5329	-53.4178443485
chr2:198274706-198281489	5333	5340	-0.73300644046
chr2:198274706-198281489	5342	5344	-0.274877415173
chr2:198274706-198281489	5347	5352	-0.549754830345
chr2:198274706-198281489	5355	5360	-0.549754830345
chr2:198274706-198281489	5364	5366	-0.274877415173
chr2:198274706-198281489	5368	5379	-1.09950966069
chr2:198274706-198281489	5385	5390	-0.549754830345
chr2:198274706-198281489	5397	5400	-0.36650322023
chr2:198274706-198281489	5406	5407	-0.183251610115
chr2:198274706-198281489	5416	5421	-0.549754830345
chr2:198274706-198281489	5423	5437	-1.37438707586
chr2:198274706-198281489	5440	5442	-0.274877415173
chr2:198274706-198281489	5463	5479	-1.55763868598
chr2:198274706-198281489	5483	5484	-0.183251610115
chr2:198274706-198281489	5486	5490	-0.458129025288
chr2:198274706-198281489	5492	5496	-0.458129025288
chr2:198274706-198281489	5500	5509	-0.916258050575
chr2:198274706-198281489	5511	5519	-0.824632245518
chr2:198274706-198281489	5521	5712	-17.592154571
chr2:198274706-198281489	5715	5727	-1.19113546575
chr2:198274706-198281489	5749	5752	-0.36650322023
chr2:198274706-198281489	5761	5955	-17.8670319862
chr2:198274706-198281489	5957	5964	-0.73300644046
chr2:198274706-198281489	5966	5975	-0.916258050575
chr2:198274706-198281489	5977	6004	-2.56552254161
chr2:198274706-198281489	6006	6008	-0.274877415173
chr2:198274706-198281489	6010	6370	-33.0769156258
chr2:198281610-198283257	1	318	-27.9230519709
chr2:198281610-198283257	320	574	-22.3911265805
chr2:198281610-198283257	576	584	-0.790275055781
chr2:198281610-198283257	586	615	-2.63425018594
chr2:198281610-198283257	617	620	-0.351233358125
chr2:198281610-198283257	628	746	-10.4491924042
chr2:198281610-198283257	748	810	-5.53192539047
chr2:198281610-198283257	812	903	-8.07836723687
chr2:198281610-198283257	905	1064	-14.049334325
chr2:198281610-198283257	1067	1071	-0.439041697656
chr2:198281610-198283257	1073	1078	-0.526850037187
chr2:198281610-198283257	1080	1082	-0.263425018594
chr2:198281610-198283257	1084	1106	-2.01959180922
chr2:198281610-198283257	1108	1113	-0.526850037187
chr2:198281610-198283257	1115	1119	-0.439041697656
chr2:198281610-198283257	1165	1174	-0.878083395312
chr2:198281610-198283257	1178	1181	-0.351233358125
chr2:198281610-198283257	1183	1194	-1.05370007437
chr2:198281610-198283257	1196	1200	-0.439041697656
chr2:198281610-198283257	1202	1203	-0.175616679062
chr2:198281610-198283257	1206	1267	-5.44411705093
chr2:198281610-198283257	1269	1282	-1.22931675344
chr2:198281610-198283257	1284	1286	-0.263425018594
chr2:198281610-198283257	1288	1289	-0.175616679062
chr2:198281610-198283257	1292	1317	-2.28301682781
chr2:198283287-198283545	4	10	-15.1591778792
chr2:198283287-198283545	17	19	-6.49679051964
chr2:198283287-198283545	24	28	-10.8279841994
chr2:198283287-198283545	31	33	-6.49679051964
chr2:198283287-198283545	42	43	-4.33119367976
chr2:198283287-198283545	48	56	-19.4903715589
chr2:198283287-198283545	61	63	-6.49679051964
chr2:198283287-198283545	67	69	-6.49679051964
chr2:198283287-198283545	71	72	-4.33119367976
chr2:198283287-198283545	81	82	-4.33119367976
chr2:198283287-198283545	91	92	-4.33119367976
chr2:198283287-198283545	96	99	-8.66238735952
chr2:198283287-198283545	113	114	-4.33119367976
chr2:198283287-198283545	116	129	-30.3183557583
chr2:198283287-198283545	133	137	-10.8279841994
chr2:198283287-198283545	139	142	-8.66238735952
chr2:198283287-198283545	145	148	-8.66238735952
chr2:198283287-198283545	151	164	-30.3183557583
chr2:198283287-198283545	168	169	-4.33119367976
chr2:198283287-198283545	173	174	-4.33119367976
chr2:198283287-198283545	181	186	-12.9935810393
chr2:198283287-198283545	188	189	-4.33119367976
chr2:198283287-198283545	191	192	-4.33119367976
chr2:198283287-198283545	196	197	-4.33119367976
chr2:198283287-198283545	200	203	-8.66238735952
chr2:198283287-198283545	205	207	-6.49679051964
chr2:198283650-198285176	1	3	-3.48833425794
chr2:198283650-198285176	5	7	-3.48833425794
chr2:198283650-198285176	9	11	-3.48833425794
chr2:198283650-198285176	24	26	-3.48833425794
chr2:198283650-198285176	34	38	-5.81389042991
chr2:198283650-198285176	40	43	-4.65111234393
chr2:198283650-198285176	45	46	-2.32555617196
chr2:198283650-198285176	54	55	-2.32555617196
chr2:198283650-198285176	59	61	-3.48833425794
chr2:198283650-198285176	65	67	-3.48833425794
chr2:198283650-198285176	71	82	-13.9533370318
chr2:198283650-198285176	101	102	-2.32555617196
chr2:198283650-198285176	104	105	-2.32555617196
chr2:198283650-198285176	112	113	-2.32555617196
chr2:198283650-198285176	115	118	-4.65111234393
chr2:198283650-198285176	121	125	-5.81389042991
chr2:198283650-198285176	128	133	-6.97666851589
chr2:198283650-198285176	146	151	-6.97666851589
chr2:198283650-198285176	153	154	-2.32555617196
chr2:198283650-198285176	159	162	-4.65111234393
chr2:198283650-198285176	164	165	-2.32555617196
chr2:198283650-198285176	167	169	-3.48833425794
chr2:198283650-198285176	171	173	-3.48833425794
chr2:198283650-198285176	175	178	-4.65111234393
chr2:198283650-198285176	184	187	-4.65111234393
chr2:198283650-198285176	189	191	-3.48833425794
chr2:198283650-198285176	195	197	-3.48833425794
chr2:198283650-198285176	206	207	-2.32555617196
chr2:198283650-198285176	211	213	-3.48833425794
chr2:198283650-198285176	221	223	-3.48833425794
chr2:198283650-198285176	241	244	-4.65111234393
chr2:198283650-198285176	254	255	-2.32555617196
chr2:198283650-198285176	258	259	-2.32555617196
chr2:198283650-198285176	264	267	-4.65111234393
chr2:198283650-198285176	277	278	-2.32555617196
chr2:198283650-198285176	280	283	-4.65111234393
chr2:198283650-198285176	287	289	-3.48833425794
chr2:198283650-198285176	291	299	-10.4650027738
chr2:198283650-198285176	302	306	-5.81389042991
chr2:198283650-198285176	311	312	-2.32555617196
chr2:198283650-198285176	315	326	-13.9533370318
chr2:198283650-198285176	344	345	-2.32555617196
chr2:198283650-198285176	360	361	-2.32555617196
chr2:198283650-198285176	364	365	-2.32555617196
chr2:198283650-198285176	374	376	-3.48833425794
chr2:198283650-198285176	383	384	-2.32555617196
chr2:198283650-198285176	386	387	-2.32555617196
chr2:198283650-198285176	392	396	-5.81389042991
chr2:198283650-198285176	406	408	-3.48833425794
chr2:198283650-198285176	410	411	-2.32555617196
chr2:198283650-198285176	414	415	-2.32555617196
chr2:198283650-198285176	421	426	-6.97666851589
chr2:198283650-198285176	428	433	-6.97666851589
chr2:198283650-198285176	449	451	-3.48833425794
chr2:198283650-198285176	456	457	-2.32555617196
chr2:198283650-198285176	464	467	-4.65111234393
